IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.243.90.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.75.113,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
47.243.169.63,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.105.120,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.17.250,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.251.62,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.48.92,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.207.214,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.49.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.234.9,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.11.90,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.93.176,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
47.243.42.219,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.171.205,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
8.212.41.98,8080,8080,false,SJC,North America,San Jose,38,0.00
47.242.59.216,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.21.65,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.147.58,8080,8080,false,SIN,Asia Pacific,Singapore,38,0.00
47.236.83.239,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
47.76.33.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.100.23,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.100.23,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.203.7,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.87.246,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.121.207,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.193.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.192.134,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.77.103,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.36.78,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.74.119,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.79.71,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.171.94,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.80.72,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.139.13,2052,2052,false,SIN,Asia Pacific,Singapore,39,0.00
47.242.68.32,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.17.250,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.17.250,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.132.81,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.91.121,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.203.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.121.207,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.203.7,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.67.133,2052,2052,false,SIN,Asia Pacific,Singapore,39,0.00
8.219.124.227,2082,2082,false,SIN,Asia Pacific,Singapore,39,0.00
47.242.17.250,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.171.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.238.40.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.90.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.32.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.139.85,2083,2083,true,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.87.30,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
8.210.203.7,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.0.162,2086,2086,false,SIN,Asia Pacific,Singapore,39,0.00
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.132.64,2082,2082,false,SIN,Asia Pacific,Singapore,39,0.00
8.219.209.14,2082,2082,false,SIN,Asia Pacific,Singapore,39,0.00
47.243.5.154,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.192.93,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.232.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.123.133,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
8.222.214.231,2052,2052,false,SIN,Asia Pacific,Singapore,39,0.00
8.210.174.156,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.8.142,2053,2053,true,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.149.107,2082,2082,false,SIN,Asia Pacific,Singapore,39,0.00
47.242.176.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.136.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.5.154,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.2.181,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.97.90,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
8.218.85.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.54.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.126.53,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.207.214,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.155.183,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.238.40.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.148.106,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.83.71,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
47.243.27.217,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.79.71,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.5.154,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.107.148,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.193.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.86.79,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.54.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.219.209.14,8080,8080,false,SIN,Asia Pacific,Singapore,40,0.00
8.222.208.38,2082,2082,false,SIN,Asia Pacific,Singapore,40,0.00
8.218.53.110,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,40,0.00
8.210.39.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.146.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.245.105.224,2052,2052,false,SIN,Asia Pacific,Singapore,40,0.00
47.243.203.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.77.103,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.174.27,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.60.150,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.243.95,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.57.245.232,80,80,false,SJC,North America,San Jose,40,0.00
47.243.86.79,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,40,0.00
8.210.146.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.248.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.174.206,8080,8080,false,SIN,Asia Pacific,Singapore,40,0.00
8.218.222.36,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.178.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.80.110,2052,2052,false,SIN,Asia Pacific,Singapore,40,0.00
47.76.204.76,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.48.107,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.222.249.190,2082,2082,false,SIN,Asia Pacific,Singapore,40,0.00
8.218.174.118,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.139.243,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.9.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.219.161.129,2052,2052,false,SIN,Asia Pacific,Singapore,40,0.00
8.210.39.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.219.139.13,80,80,false,SIN,Asia Pacific,Singapore,40,0.00
8.218.8.142,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.204.76,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.178.146,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.237.10.1,8080,8080,false,SIN,Asia Pacific,Singapore,40,0.00
8.210.55.134,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.107.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.80.72,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.202.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.232.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.149.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.49.34,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.169.15,2052,2052,false,SIN,Asia Pacific,Singapore,40,0.00
47.242.36.78,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.48.92,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.178.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.222.146.222,2086,2086,false,SIN,Asia Pacific,Singapore,40,0.00
47.243.67.28,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.107.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.143.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.155.183,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.91.58,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.102.102,8880,8880,false,SIN,Asia Pacific,Singapore,40,0.00
8.210.65.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.237.82.15,2082,2082,false,SIN,Asia Pacific,Singapore,40,0.00
8.218.85.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.17.193,2095,2095,false,SIN,Asia Pacific,Singapore,40,0.00
8.217.85.14,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.174.27,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.250.222,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.107.148,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.245.102.52,2082,2082,false,SIN,Asia Pacific,Singapore,41,0.00
47.243.86.79,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.193.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.146.108,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.207.214,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.144.208,2095,2095,false,SIN,Asia Pacific,Singapore,41,0.00
8.217.159.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.74.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.165.25,2086,2086,false,SIN,Asia Pacific,Singapore,41,0.00
47.243.169.63,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.175.109,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.36.78,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.147.230,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.174.118,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.9.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.237.0.31,80,80,false,SIN,Asia Pacific,Singapore,41,0.00
8.218.52.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.239.116,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.142.253,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.203.7,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.139.243,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.136.25,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.201.73,2087,2087,true,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.90.180,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.219.210.64,2086,2086,false,SIN,Asia Pacific,Singapore,41,0.00
8.217.250.5,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.164.10,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.48.107,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.48.92,8443,8443,true,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.239.116,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.204.76,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.219.1.92,2095,2095,false,SIN,Asia Pacific,Singapore,41,0.00
47.243.86.79,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.146.1,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.122.55,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.239.116,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.174.156,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.147.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.234.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.5.154,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.67.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.169.164,2052,2052,false,SIN,Asia Pacific,Singapore,41,0.00
8.218.11.90,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.122.55,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.219.174.213,2052,2052,false,SIN,Asia Pacific,Singapore,41,0.00
8.217.232.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.171.94,2083,2083,true,HKG,Asia Pacific,Hong Kong,41,0.00
8.212.41.98,80,80,false,SIN,Asia Pacific,Singapore,41,0.00
47.243.207.169,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.222.191.138,2095,2095,false,SIN,Asia Pacific,Singapore,41,0.00
8.218.155.238,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.159.146,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.52.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.192.134,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.74.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.119.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.142.253,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.243.95,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.248.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.219.124.227,80,80,false,SIN,Asia Pacific,Singapore,41,0.00
8.219.201.245,2082,2082,false,SIN,Asia Pacific,Singapore,41,0.00
8.210.203.7,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.192.93,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.222.146.222,8880,8880,false,SIN,Asia Pacific,Singapore,41,0.00
47.242.79.71,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.126.53,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.121.207,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.232.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.219.78.1,80,80,false,SIN,Asia Pacific,Singapore,41,0.00
47.242.79.71,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.219.174.213,2082,2082,false,SIN,Asia Pacific,Singapore,41,0.00
47.76.159.146,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.118.216,2086,2086,false,SIN,Asia Pacific,Singapore,41,0.00
47.76.33.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.104.11,2082,2082,false,SIN,Asia Pacific,Singapore,41,0.00
8.218.188.129,8443,8443,true,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.174.118,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.27.217,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.175.109,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.201.73,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.174.27,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.101.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.207.60,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.212.41.98,80,80,false,SIN,Asia Pacific,Singapore,42,0.00
8.218.52.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.243.95,2083,2083,true,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.55.134,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.117.198,8880,8880,false,SIN,Asia Pacific,Singapore,42,0.00
8.218.48.92,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.183.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.164.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.146.108,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.159.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.191.40,8080,8080,false,SIN,Asia Pacific,Singapore,42,0.00
47.76.37.57,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.21.65,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.203.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.53.110,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.42.219,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.168.17,2052,2052,false,SIN,Asia Pacific,Singapore,42,0.00
47.243.67.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.147.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.27.217,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.11.90,8443,8443,true,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.53.110,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.222.179.231,8080,8080,false,SIN,Asia Pacific,Singapore,42,0.00
8.218.211.17,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.18.132,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.155.238,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.106.156,2052,2052,false,SIN,Asia Pacific,Singapore,42,0.00
47.243.169.63,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.237.83.20,80,80,false,SIN,Asia Pacific,Singapore,42,0.00
47.242.252.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.55.134,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.74.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.54.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.42.219,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.155.238,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.180.51,80,80,false,SIN,Asia Pacific,Singapore,42,0.00
8.217.250.5,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.121.23,2095,2095,false,SIN,Asia Pacific,Singapore,42,0.00
8.217.232.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.11.90,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.60.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.122.55,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.174.118,2053,2053,true,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.49.34,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.54.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,42,0.00
47.238.3.84,80,80,false,FRA,Europe,Frankfurt,42,0.00
8.210.100.23,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.52.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.232.14,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.183.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.5.154,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.66.190,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.60.150,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.117.48,2052,2052,false,SIN,Asia Pacific,Singapore,42,0.00
47.76.204.76,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.243.95,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.91.121,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.48.107,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.65.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.60.54,8880,8880,false,SIN,Asia Pacific,Singapore,42,0.00
47.243.173.187,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,43,0.00
47.242.174.27,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.222.184.198,80,80,false,SIN,Asia Pacific,Singapore,43,0.00
8.222.222.64,2082,2082,false,SIN,Asia Pacific,Singapore,43,0.00
47.243.206.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.222.165.117,80,80,false,SIN,Asia Pacific,Singapore,43,0.00
8.217.232.246,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.222.214.231,2082,2082,false,SIN,Asia Pacific,Singapore,43,0.00
8.210.119.11,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.52.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.48.107,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.127.73,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.100.23,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.219.126.240,80,80,false,SIN,Asia Pacific,Singapore,43,0.00
8.210.55.134,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.242.36.78,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.236.170.225,2052,2052,false,SIN,Asia Pacific,Singapore,43,0.00
47.243.139.243,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.3.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,43,0.00
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.91.121,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.147.230,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.181.189,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.242.17.250,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.76.178.146,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.48.107,8443,8443,true,HKG,Asia Pacific,Hong Kong,43,0.00
47.242.232.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.5.154,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.65.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.192.93,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.76.32.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.76.33.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,43,0.00
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.136.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.238.6.102,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.193.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.91.121,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.222.215.228,8880,8880,false,SIN,Asia Pacific,Singapore,43,0.00
8.218.65.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.212.107.200,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.236.167.231,2082,2082,false,SIN,Asia Pacific,Singapore,43,0.00
47.243.60.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.219.98.13,2086,2086,false,SIN,Asia Pacific,Singapore,43,0.00
47.76.178.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.91.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.34.188,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.238.40.58,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.219.122.55,80,80,false,SIN,Asia Pacific,Singapore,43,0.00
47.243.183.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.173.187,2096,2096,true,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.85.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.222.136.247,2052,2052,false,SIN,Asia Pacific,Singapore,43,0.00
